word,english_translation
मुखार,Translation Error
हांव,Translation Error
तो,Translation Error
घेवचो,Translation Error
ना,Translation Error
म्हूण,Translation Error
तें,Translation Error
आयकतकच,Translation Error
रांपणकारांतल्या,Translation Error
कांय,Translation Error
बुदवंतांकय,Translation Error
उमेद,Translation Error
आयली,Translation Error
आमी,Translation Error
कितें,Translation Error
मडीं,Translation Error
तर,Translation Error
गांधीन,Translation Error
सांगलें,Translation Error
म्हणटकीर,Translation Error
आमी,Translation Error
तांचे,Translation Error
परस,Translation Error
व्हड,Translation Error
तर,Translation Error
तांणी,Translation Error
म्हळें,Translation Error
आनी,Translation Error
शंभर,Translation Error
दोनशीं,Translation Error
लोकांनी,Translation Error
त्या,Translation Error
दिसा,Translation Error
सोरो,Translation Error
पिवपाचें,Translation Error
सोडटां,Translation Error
म्हूण,Translation Error
आण,Translation Error
घेतली,Translation Error
दुसऱ्या,Translation Error
दिसा,Translation Error
पडुकेरे,Translation Error
रांपणकारांची,Translation Error
पाळी,Translation Error
आयली,Translation Error
तेवूंय,Translation Error
आण,Translation Error
घेवपाक,Translation Error
फाटीं,Translation Error
उरलें,Translation Error
नात,Translation Error
तिसऱ्या,Translation Error
दिसा,Translation Error
पितल्यांचें,Translation Error
आगर,Translation Error
म्हणटात,Translation Error
ते,Translation Error
गांवचे,Translation Error
मुण्णूरकारय,Translation Error
मुखार,Translation Error
आयले,Translation Error
त्या,Translation Error
दिसा,Translation Error
दुट्टो,Translation Error
यक्षगान,Translation Error
खेळ,Translation Error
खेळा,Translation Error
आवेश,Translation Error
आनी,Translation Error
सोरो,Translation Error
सोडपाचे,Translation Error
सर्तीत,Translation Error
उणे,Translation Error
पडचे,Translation Error
न्हय,Translation Error
अशें,Translation Error
दिसून,Translation Error
मद्यपान,Translation Error
त्यागाचो,Translation Error
दबाज्यान,Translation Error
सुवाळो,Translation Error
जालो,Translation Error
खेळ,Translation Error
सोंपोवन,Translation Error
घरा,Translation Error
वतना,Translation Error
